Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
199,1764873512365,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,26.3157901763916,0,15.789472579956055,5,19.047618865966797,14.285715103149414,20,10,25,31.81818199157715,20,15.789472579956055,15.789472579956055,14.285715103149414,63.6363639831543,5,25,5.263157844543457,25,19.047618865966797,0,26562.04327392578,22660.625732421875,0,33410265088,0,3375607808,0
199,1764873512565,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,36.842105865478516,26.3157901763916,31.57894515991211,47.619049072265625,36.842105865478516,26.3157901763916,47.36842346191406,26.3157901763916,55,50,47.36842346191406,47.619049072265625,45,31.57894515991211,47.36842346191406,35,40,42.105262756347656,42.85714340209961,25,0,26569.90655517578,22668.170654296875,0,33410265088,0,3377065984,0
199,1764873512765,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,36.842105865478516,26.3157901763916,31.57894515991211,47.619049072265625,36.842105865478516,26.3157901763916,47.36842346191406,26.3157901763916,55,50,47.36842346191406,47.619049072265625,45,31.57894515991211,47.36842346191406,35,40,42.105262756347656,42.85714340209961,25,0,26584.392333984375,22682.33203125,0,33410265088,0,3377983488,0
199,1764873512966,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,21.052631378173828,40,25.641027450561523,15.000000953674316,34.14634323120117,12.195121765136719,33.333335876464844,27.5,30.000001907348633,31.707317352294922,30.000001907348633,29.268291473388672,27.5,22.5,33.333335876464844,28.205129623413086,25,30.76923179626465,33.333335876464844,10.256410598754883,0,26589.305114746094,22686.937622070313,0,33410265088,0,3388678144,0
199,1764873513165,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,21.052631378173828,40,25.641027450561523,15.000000953674316,34.14634323120117,12.195121765136719,33.333335876464844,27.5,30.000001907348633,31.707317352294922,30.000001907348633,29.268291473388672,27.5,22.5,33.333335876464844,28.205129623413086,25,30.76923179626465,33.333335876464844,10.256410598754883,0,26602.350952148438,22699.655639648438,0,33410265088,0,3407196160,0
199,1764873513365,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,26.829269409179688,37.5,27.5,18.421052932739258,38.46154022216797,17.5,30.000001907348633,37.5,37.5,35.71428680419922,36.585365295410156,35,28.205129623413086,22.5,25.641027450561523,37.5,35,76.31578826904297,28.947368621826172,25.641027450561523,0,26618.688049316406,22715.659301757813,0,33410265088,0,3428003840,0
199,1764873513565,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,26.3157901763916,50,42.85714340209961,25,35.29411697387695,15.789472579956055,25,57.894737243652344,47.36842346191406,57.142860412597656,47.619049072265625,42.105262756347656,40,23.809524536132813,35,50,28.571430206298828,57.142860412597656,40.90909194946289,23.809524536132813,0,26628.46893310547,22725.118530273438,0,33410265088,0,3449368576,0
199,1764873513766,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,19.047618865966797,85,36.842105865478516,14.285715103149414,27.272727966308594,25,5.882352828979492,80,52.38095474243164,42.105262756347656,40,40,75,10.526315689086914,5.555555820465088,85,42.105262756347656,36.842105865478516,30.000001907348633,20,0,26651.039916992188,22747.327758789063,0,33410265088,0,3472822272,0
199,1764873513966,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,11.111111640930176,11.111111640930176,76.19047546386719,10,25,45,27.272727966308594,47.36842346191406,38.095237731933594,36.3636360168457,40,28.571430206298828,23.809524536132813,5.263157844543457,14.285715103149414,75,36.842105865478516,66.66667175292969,68.42105102539063,15.000000953674316,0,26672.377807617188,22768.30548095703,0,33410265088,0,3499294720,0
199,1764873514166,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,28.571430206298828,19.047618865966797,57.894737243652344,25,31.57894515991211,45,35,14.285715103149414,42.105262756347656,36.842105865478516,35,40,26.3157901763916,15.000000953674316,21.052631378173828,65,52.38095474243164,15.000000953674316,30.000001907348633,35,0,26691.451538085938,22787.018676757813,0,33410265088,0,3523624960,0
199,1764873514366,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,42.85714340209961,20,25,30.000001907348633,26.3157901763916,23.809524536132813,42.105262756347656,5.263157844543457,38.88888931274414,36.842105865478516,35,36.842105865478516,65,15.000000953674316,35,47.36842346191406,31.57894515991211,45,42.85714340209961,10,0,26706.478576660156,22801.706481933594,0,33410265088,0,3555979264,0
199,1764873514566,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,22.22222328186035,21.052631378173828,30.000001907348633,50,28.571430206298828,52.6315803527832,60.000003814697266,27.272727966308594,45,47.619049072265625,47.36842346191406,50,42.85714340209961,28.571430206298828,35,38.095237731933594,38.095237731933594,85,47.36842346191406,20,0,26728.110900878906,22822.98370361328,0,33410265088,0,3602935808,0
199,1764873514766,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,25,10,25,45,20,26.3157901763916,25,15.000000953674316,35,30.000001907348633,35,28.571430206298828,10.526315689086914,65,35,15.789472579956055,47.36842346191406,36.842105865478516,30.434782028198242,10,0,26746.2333984375,22840.77703857422,0,33410265088,0,3612508160,0
199,1764873514966,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,19.047618865966797,10,20,0,65,4.761904716491699,21.052631378173828,5,26.3157901763916,28.571430206298828,30.000001907348633,21.052631378173828,5.263157844543457,73.68421173095703,28.571430206298828,0,23.809524536132813,71.42857360839844,15.789472579956055,5,0,26762.353942871094,22856.582458496094,0,33410265088,0,3612372992,0
199,1764873515166,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,57.894737243652344,80,80,66.66667175292969,50,84.21052551269531,66.66667175292969,70,90,84.21052551269531,71.42857360839844,85.71428680419922,61.904762268066406,89.47368621826172,63.15789031982422,60.000003814697266,50,90,95,41.17647171020508,0,26785.717163085938,22879.56512451172,0,33410265088,0,3624275968,0
199,1764873515366,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,20,10.526315689086914,40,5.263157844543457,16.666667938232422,25,25,15.789472579956055,38.095237731933594,33.333335876464844,30.000001907348633,25,20,52.38095474243164,30.000001907348633,10,15.000000953674316,84.21052551269531,40,20,0,26804.075744628906,22897.59503173828,0,33410265088,0,3626295296,0
199,1764873515566,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,25,15.000000953674316,23.809524536132813,15.000000953674316,25,10,26.3157901763916,5,40,30.000001907348633,30.000001907348633,26.3157901763916,21.052631378173828,15.789472579956055,26.3157901763916,5.263157844543457,10,95.23809814453125,28.571430206298828,15.000000953674316,0,26820.268676757813,22913.47088623047,0,33410265088,0,3624239104,0
199,1764873515766,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,45,25,33.333335876464844,25,42.85714340209961,15.789472579956055,36.842105865478516,25,42.105262756347656,47.36842346191406,50,45,42.85714340209961,28.571430206298828,45,34.78260803222656,68.42105102539063,21.052631378173828,31.57894515991211,31.57894515991211,0,26829.766174316406,22922.65771484375,0,33410265088,0,3625234432,0
199,1764873515966,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,15.000000953674316,0,23.809524536132813,5,20,10.526315689086914,19.047618865966797,5,25,20,15.789472579956055,20,15.789472579956055,5,65,10.526315689086914,25,25,20,20,0,26843.89520263672,22936.471618652344,0,33410265088,0,3627388928,0
199,1764873516166,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,21.052631378173828,26.086956024169922,25,42.85714340209961,26.3157901763916,31.81818199157715,36.842105865478516,20,47.619049072265625,36.842105865478516,40,35,23.809524536132813,60.000003814697266,19.047618865966797,100,21.052631378173828,80,30.000001907348633,20,0,26865.372802734375,22957.608032226563,0,33410265088,0,3631190016,0
199,1764873516367,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,45.45454788208008,25,42.85714340209961,16.666667938232422,36.842105865478516,30.000001907348633,40,28.571430206298828,50,47.619049072265625,40,47.619049072265625,36.842105865478516,35,31.57894515991211,55,33.333335876464844,21.052631378173828,40,31.81818199157715,0,26875.251708984375,22967.173400878906,0,33410265088,0,3640266752,0
199,1764873516566,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,45.45454788208008,25,42.85714340209961,16.666667938232422,36.842105865478516,30.000001907348633,40,28.571430206298828,50,47.619049072265625,40,47.619049072265625,36.842105865478516,35,31.57894515991211,55,33.333335876464844,21.052631378173828,40,31.81818199157715,0,26881.865112304688,22973.480224609375,0,33410265088,0,3641262080,0
199,1764873516767,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,48.71794891357422,43.589744567871094,47.36842346191406,52.38095474243164,48.71794891357422,45,48.71794891357422,39.47368621826172,61.5384635925293,60.000003814697266,58.974361419677734,58.974361419677734,50,42.5,51.219512939453125,42.5,50,45,53.84615707397461,38.46154022216797,0,26886.027282714844,22977.344665527344,0,33410265088,0,3648458752,0
199,1764873516966,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,48.71794891357422,43.589744567871094,47.36842346191406,52.38095474243164,48.71794891357422,45,48.71794891357422,39.47368621826172,61.5384635925293,60.000003814697266,58.974361419677734,58.974361419677734,50,42.5,51.219512939453125,42.5,50,45,53.84615707397461,38.46154022216797,0,26892.61883544922,22983.63836669922,0,33410265088,0,3649179648,0
200,1764873517167,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,41.02564239501953,43.589744567871094,53.84615707397461,32.5,42.5,39.02438735961914,38.46154022216797,34.14634323120117,55,53.84615707397461,50,51.219512939453125,42.5,30.76923179626465,39.47368621826172,50,48.71794891357422,62.5,58.974361419677734,34.14634323120117,0,26906.665161132813,22997.348022460938,0,33410265088,0,3692347392,0
199,1764873517367,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,36.842105865478516,33.333335876464844,40,30.000001907348633,38.095237731933594,22.22222328186035,63.6363639831543,31.81818199157715,50,47.36842346191406,54.54545593261719,47.36842346191406,36.842105865478516,27.77777862548828,36.842105865478516,25,42.105262756347656,30.000001907348633,42.85714340209961,30.000001907348633,0,26914.012084960938,23004.39520263672,0,33410265088,0,3698991104,0
199,1764873517567,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,47.36842346191406,42.105262756347656,57.142860412597656,35,50,35,52.94117736816406,26.3157901763916,61.904762268066406,60.000003814697266,52.6315803527832,52.6315803527832,50,33.333335876464844,52.6315803527832,38.095237731933594,50,26.3157901763916,41.17647171020508,36.3636360168457,0,26916.84326171875,23006.930053710938,0,33410265088,0,3699249152,0
199,1764873517767,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,47.36842346191406,42.105262756347656,57.142860412597656,35,50,35,52.94117736816406,26.3157901763916,61.904762268066406,60.000003814697266,52.6315803527832,52.6315803527832,50,33.333335876464844,52.6315803527832,38.095237731933594,50,26.3157901763916,41.17647171020508,36.3636360168457,0,26931.789184570313,23021.553100585938,0,33410265088,0,3713576960,0
199,1764873517967,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,39.02438735961914,37.5,39.02438735961914,27.5,56.09756088256836,29.268291473388672,39.02438735961914,32.5,48.71794891357422,53.658538818359375,50,43.589744567871094,53.658538818359375,31.707317352294922,34.14634323120117,73.80952453613281,46.153846740722656,30.000001907348633,39.53488540649414,47.36842346191406,0,26940.630310058594,23030.08984375,0,33410265088,0,3712831488,0
199,1764873518167,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,57.142860412597656,42.105262756347656,57.894737243652344,52.38095474243164,60.000003814697266,36.842105865478516,57.894737243652344,36.842105865478516,66.66667175292969,63.15789031982422,66.66667175292969,65,55.55555725097656,35.29411697387695,57.894737243652344,36.842105865478516,55,42.105262756347656,52.6315803527832,45,0,26944.979064941406,23034.13848876953,0,33410265088,0,3712712704,0
199,1764873518367,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,42.105262756347656,30.000001907348633,40,33.333335876464844,42.105262756347656,21.052631378173828,45,22.22222328186035,59.09090805053711,55,52.6315803527832,47.36842346191406,40,30.000001907348633,42.85714340209961,26.3157901763916,50,36.3636360168457,42.105262756347656,25,0,26951.02001953125,23039.881774902344,0,33410265088,0,3708473344,0
199,1764873518567,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,42.105262756347656,30.000001907348633,40,33.333335876464844,42.105262756347656,21.052631378173828,45,22.22222328186035,59.09090805053711,55,52.6315803527832,47.36842346191406,40,30.000001907348633,42.85714340209961,26.3157901763916,50,36.3636360168457,42.105262756347656,25,0,26955.998474121094,23044.566162109375,0,33410265088,0,3708473344,0
199,1764873518767,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,41.02564239501953,34.21052551269531,46.34146499633789,32.5,51.219512939453125,34.14634323120117,47.5,35,50,51.28205490112305,45.945945739746094,48.71794891357422,43.589744567871094,30.76923179626465,44.73684310913086,31.707317352294922,48.780487060546875,39.02438735961914,45,31.707317352294922,0,26964.072021484375,23052.323791503906,0,33410265088,0,3762245632,0
199,1764873518967,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,41.02564239501953,34.21052551269531,46.34146499633789,32.5,51.219512939453125,34.14634323120117,47.5,35,50,51.28205490112305,45.945945739746094,48.71794891357422,43.589744567871094,30.76923179626465,44.73684310913086,31.707317352294922,48.780487060546875,39.02438735961914,45,31.707317352294922,0,26978.121337890625,23066.060302734375,0,33410265088,0,3778453504,0
199,1764873519167,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,25,15.000000953674316,25.641027450561523,12.820513725280762,21.62162208557129,10,15.000000953674316,87.80487823486328,38.46154022216797,37.5,33.333335876464844,35,28.571430206298828,15.000000953674316,21.95121955871582,89.47368621826172,55,43.589744567871094,25.641027450561523,14.634145736694336,0,26994.38897705078,23081.99639892578,0,33410265088,0,3815620608,0
199,1764873519367,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,42.105262756347656,40.90909194946289,50,30.000001907348633,45,38.095237731933594,47.36842346191406,30.000001907348633,55,55.55555725097656,57.142860412597656,50,47.36842346191406,35,45,42.105262756347656,55,26.3157901763916,50,33.333335876464844,0,27003.41912841797,23090.715393066406,0,33410265088,0,3839746048,0
199,1764873519568,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,31.57894515991211,20,42.85714340209961,16.666667938232422,35,21.052631378173828,30.000001907348633,11.111111640930176,45,35,42.85714340209961,40,31.57894515991211,28.571430206298828,45,20,42.85714340209961,15.789472579956055,31.57894515991211,21.052631378173828,0,27010.071655273438,23097.066772460938,0,33410265088,0,3886129152,0
199,1764873519768,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,52.38095474243164,45,55,45.45454788208008,55.55555725097656,40,61.904762268066406,42.85714340209961,63.15789031982422,73.68421173095703,68.42105102539063,61.11111068725586,57.142860412597656,42.105262756347656,57.142860412597656,40,55,40,52.6315803527832,42.105262756347656,0,27017.147888183594,23103.83868408203,0,33410265088,0,3878125568,0
199,1764873519968,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,52.38095474243164,45,55,45.45454788208008,55.55555725097656,40,61.904762268066406,42.85714340209961,63.15789031982422,73.68421173095703,68.42105102539063,61.11111068725586,57.142860412597656,42.105262756347656,57.142860412597656,40,55,40,52.6315803527832,42.105262756347656,0,27023.05584716797,23109.452087402344,0,33410265088,0,3876450304,0
199,1764873520168,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,39.47368621826172,16.216215133666992,42.5,26.829269409179688,41.46341323852539,20.930233001708984,39.47368621826172,20,50,45,45,42.85714340209961,37.5,22.5,42.105262756347656,24.390243530273438,38.46154022216797,25,38.46154022216797,21.95121955871582,0,27025.440795898438,23111.544982910156,0,33410265088,0,3876450304,0
199,1764873520368,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,39.47368621826172,16.216215133666992,42.5,26.829269409179688,41.46341323852539,20.930233001708984,39.47368621826172,20,50,45,45,42.85714340209961,37.5,22.5,42.105262756347656,24.390243530273438,38.46154022216797,25,38.46154022216797,21.95121955871582,0,27036.065856933594,23121.85870361328,0,33410265088,0,3879079936,0
199,1764873520568,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,48.780487060546875,38.46154022216797,46.153846740722656,35.897438049316406,50,35.897438049316406,45,43.589744567871094,56.41025924682617,56.41025924682617,52.499996185302734,51.28205490112305,44.73684310913086,39.47368621826172,47.5,42.105262756347656,47.5,35,46.153846740722656,38.46154022216797,0,27041.304931640625,23126.798889160156,0,33410265088,0,3881766912,0
199,1764873520768,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,48.780487060546875,38.46154022216797,46.153846740722656,35.897438049316406,50,35.897438049316406,45,43.589744567871094,56.41025924682617,56.41025924682617,52.499996185302734,51.28205490112305,44.73684310913086,39.47368621826172,47.5,42.105262756347656,47.5,35,46.153846740722656,38.46154022216797,0,27044.84552001953,23130.04425048828,0,33410265088,0,3881766912,0
199,1764873520968,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,48.71794891357422,46.34146499633789,53.84615707397461,38.46154022216797,51.28205490112305,37.5,54.761905670166016,43.589744567871094,67.5,62.5,65,62.5,53.658538818359375,38.46154022216797,52.499996185302734,38.46154022216797,53.84615707397461,35.897438049316406,52.499996185302734,34.21052551269531,0,27050.24920654297,23135.147521972656,0,33410265088,0,3876691968,0
199,1764873521168,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,25,20,26.3157901763916,10.526315689086914,38.095237731933594,15.789472579956055,26.3157901763916,23.809524536132813,31.57894515991211,38.095237731933594,22.22222328186035,30.000001907348633,30.000001907348633,15.789472579956055,30.000001907348633,15.789472579956055,30.000001907348633,35,30.000001907348633,20,0,27055.48779296875,23140.090698242188,0,33410265088,0,3876687872,0
199,1764873521368,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,25,20,26.3157901763916,10.526315689086914,38.095237731933594,15.789472579956055,26.3157901763916,23.809524536132813,31.57894515991211,38.095237731933594,22.22222328186035,30.000001907348633,30.000001907348633,15.789472579956055,30.000001907348633,15.789472579956055,30.000001907348633,35,30.000001907348633,20,0,27060.635864257813,23144.938110351563,0,33410265088,0,3876687872,0
199,1764873521568,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,53.658538818359375,51.219512939453125,54.761905670166016,40,53.84615707397461,38.46154022216797,55,38.46154022216797,62.5,58.33333206176758,61.5384635925293,57.894737243652344,52.6315803527832,42.5,53.658538818359375,43.90243911743164,51.219512939453125,42.5,50,42.5,0,27065.82568359375,23149.831909179688,0,33410265088,0,3878817792,0
199,1764873521768,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,42.105262756347656,27.77777862548828,42.105262756347656,11.111111640930176,40,20,45,25,55,52.38095474243164,50,47.619049072265625,35,30.000001907348633,38.88888931274414,25,38.88888931274414,25,42.85714340209961,15.789472579956055,0,27068.675048828125,23152.390625,0,33410265088,0,3878817792,0
199,1764873521968,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,50,40,47.36842346191406,38.095237731933594,52.6315803527832,27.77777862548828,50,40,65,60.000003814697266,55,61.904762268066406,50,36.842105865478516,52.38095474243164,33.333335876464844,50,35,47.36842346191406,35,0,27073.97198486328,23157.386169433594,0,33410265088,0,3872649216,0
199,1764873522168,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,47.36842346191406,40,44.4444465637207,35,50,33.333335876464844,52.38095474243164,38.095237731933594,60.000003814697266,60.000003814697266,57.894737243652344,50,52.38095474243164,31.57894515991211,47.36842346191406,30.000001907348633,50,47.36842346191406,50,31.57894515991211,0,27077.69549560547,23160.81591796875,0,33410265088,0,3873652736,0
199,1764873522369,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,55,52.6315803527832,55,42.105262756347656,60.000003814697266,36.842105865478516,63.15789031982422,35,77.2727279663086,72.22222137451172,68.42105102539063,68.42105102539063,57.894737243652344,47.619049072265625,55,47.619049072265625,57.894737243652344,40,57.894737243652344,31.57894515991211,0,27080.353942871094,23163.179748535156,0,33410265088,0,3873652736,0
199,1764873522569,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,55,52.6315803527832,55,42.105262756347656,60.000003814697266,36.842105865478516,63.15789031982422,35,77.2727279663086,72.22222137451172,68.42105102539063,68.42105102539063,57.894737243652344,47.619049072265625,55,47.619049072265625,57.894737243652344,40,57.894737243652344,31.57894515991211,0,27086.278198242188,23168.80242919922,0,33410265088,0,3873136640,0
199,1764873522769,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,47.5,43.90243911743164,48.780487060546875,30.76923179626465,47.5,30.76923179626465,51.28205490112305,31.57894515991211,56.75675964355469,58.536582946777344,56.41025924682617,57.5,48.71794891357422,35,48.71794891357422,41.46341323852539,47.36842346191406,37.5,47.5,33.333335876464844,0,27089.890075683594,23172.121520996094,0,33410265088,0,3871260672,0
199,1764873522969,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,47.5,43.90243911743164,48.780487060546875,30.76923179626465,47.5,30.76923179626465,51.28205490112305,31.57894515991211,56.75675964355469,58.536582946777344,56.41025924682617,57.5,48.71794891357422,35,48.71794891357422,41.46341323852539,47.36842346191406,37.5,47.5,33.333335876464844,0,27094.78155517578,23176.71173095703,0,33410265088,0,3873906688,0
199,1764873523169,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,46.153846740722656,35.897438049316406,47.36842346191406,29.7297306060791,45,32.5,46.153846740722656,30.76923179626465,60.000003814697266,52.6315803527832,53.84615707397461,51.28205490112305,47.5,35.897438049316406,51.219512939453125,35.897438049316406,51.219512939453125,38.46154022216797,51.219512939453125,36.585365295410156,0,27098.934204101563,23180.567443847656,0,33410265088,0,3876913152,0
199,1764873523369,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,45,38.095237731933594,42.105262756347656,39.130435943603516,47.36842346191406,30.000001907348633,50,28.571430206298828,55,50,50,50,45,30.000001907348633,42.105262756347656,35,47.36842346191406,36.3636360168457,45,31.57894515991211,0,27101.774169921875,23183.111938476563,0,33410265088,0,3902337024,0
199,1764873523569,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,45,38.095237731933594,42.105262756347656,39.130435943603516,47.36842346191406,30.000001907348633,50,28.571430206298828,55,50,50,50,45,30.000001907348633,42.105262756347656,35,47.36842346191406,36.3636360168457,45,31.57894515991211,0,27107.402954101563,23188.440063476563,0,33410265088,0,3930742784,0
199,1764873523769,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,47.5,38.46154022216797,51.219512939453125,33.333335876464844,48.71794891357422,35,51.219512939453125,38.095237731933594,60.97561264038086,57.894737243652344,56.41025924682617,53.84615707397461,45.945945739746094,40,50,35.897438049316406,52.499996185302734,36.842105865478516,45.945945739746094,41.46341323852539,0,27111.254943847656,23191.99530029297,0,33410265088,0,3943964672,0
199,1764873523969,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,47.5,38.46154022216797,51.219512939453125,33.333335876464844,48.71794891357422,35,51.219512939453125,38.095237731933594,60.97561264038086,57.894737243652344,56.41025924682617,53.84615707397461,45.945945739746094,40,50,35.897438049316406,52.499996185302734,36.842105865478516,45.945945739746094,41.46341323852539,0,27115.053100585938,23195.495056152344,0,33410265088,0,3958939648,0
199,1764873524169,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,55,46.153846740722656,53.84615707397461,43.589744567871094,52.6315803527832,40,53.84615707397461,45,64.86486053466797,65.78947448730469,65,60.52631759643555,57.5,42.5,51.28205490112305,45,53.84615707397461,41.46341323852539,53.658538818359375,46.153846740722656,0,27122.262817382813,23202.400756835938,0,33410265088,0,3991306240,0
199,1764873524369,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,42.105262756347656,35,45.45454788208008,30.000001907348633,45,38.095237731933594,45,26.3157901763916,55,47.36842346191406,50,50,42.85714340209961,33.333335876464844,55,31.57894515991211,42.105262756347656,31.57894515991211,45,21.052631378173828,0,27125.35498046875,23205.199645996094,0,33410265088,0,4020166656,0
199,1764873524569,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,40,36.842105865478516,42.105262756347656,31.57894515991211,40,33.333335876464844,45,31.81818199157715,47.36842346191406,55,47.36842346191406,47.36842346191406,61.11111068725586,35,47.619049072265625,33.333335876464844,45,33.333335876464844,42.105262756347656,35,0,27132.441345214844,23211.981323242188,0,33410265088,0,4041138176,0
199,1764873524770,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,47.36842346191406,35,45,35,44.4444465637207,22.22222328186035,45,31.57894515991211,57.894737243652344,52.6315803527832,57.142860412597656,52.6315803527832,47.619049072265625,26.3157901763916,38.88888931274414,26.3157901763916,52.38095474243164,36.3636360168457,45,35,0,27136.43780517578,23215.681091308594,0,33410265088,0,4053504000,0
199,1764873524970,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,47.36842346191406,42.85714340209961,55,42.85714340209961,50,35,47.36842346191406,31.57894515991211,60.000003814697266,57.894737243652344,60.000003814697266,59.09090805053711,45,38.095237731933594,47.36842346191406,40,52.38095474243164,40,47.36842346191406,38.095237731933594,0,27139.54559326172,23218.494689941406,0,33410265088,0,4066197504,0
199,1764873525170,809,803,797,800,797,800,838,800,800,800,800,799,819,822,801,834,824,808,780,798,47.36842346191406,42.85714340209961,55,42.85714340209961,50,35,47.36842346191406,31.57894515991211,60.000003814697266,57.894737243652344,60.000003814697266,59.09090805053711,45,38.095237731933594,47.36842346191406,40,52.38095474243164,40,47.36842346191406,38.095237731933594,0,27145.444091796875,23224.089965820313,0,33410265088,0,4104298496,0
